game,msgs_raw,msgs_nosel,rounds,score,score_anomaly,utterances,pairs,unpaired,first_speaker,drop_reason,kept
363_852_709_57,102,72,5,30,False,49,24,1,852,below_floor,False
364_474_852_57,106,76,5,30,False,55,27,1,852,,True
365_208_209_0,120,89,5,28,False,61,30,1,209,,True
366_718_775_29,109,79,5,30,False,69,34,1,718,,True
367_415_416_29,111,81,5,30,False,63,31,1,416,,True
368_851_224_58,125,94,5,26,False,76,38,0,851,,True
369_850_1537_29,94,62,5,29,False,49,24,1,850,below_floor,False
36_506_723_3,97,66,5,29,False,52,26,0,723,,True
370_852_853_29,119,86,5,26,False,58,29,0,853,,True
371_721_156_20,130,99,5,27,False,64,32,0,156,,True
372_718_964_14,146,111,5,30,False,83,41,1,964,,True
373_1164_860_50,130,100,5,28,False,80,40,0,860,,True
374_1301_852_0,120,86,5,30,False,60,30,0,852,,True
375_1206_1104_24,96,65,5,30,False,54,27,0,1206,,True
376_853_581_24,114,82,5,29,False,54,27,0,853,,True
377_850_851_46,99,69,5,28,False,59,29,1,851,,True
378_31_721_40,122,92,5,30,False,64,32,0,721,,True
379_415_853_5,97,67,5,29,False,47,23,1,853,below_floor,False
37_1468_636_3,108,77,5,28,False,52,26,0,636,,True
380_852_149_46,111,80,5,30,False,60,30,0,852,,True
381_1301_850_7,100,69,5,27,False,50,25,0,850,,True
382_851_31_46,115,85,5,30,False,59,29,1,31,,True
383_850_1068_54,118,86,5,27,False,66,33,0,1068,,True
384_910_703_31,104,74,5,28,False,44,22,0,910,below_floor,False
385_371_1488_31,113,83,5,29,False,72,36,0,1488,,True
386_31_47_57,117,86,5,30,False,58,29,0,47,,True
387_853_850_30,92,61,5,29,False,44,22,0,853,below_floor,False
388_776_47_40,103,73,5,29,False,54,27,0,47,,True
389_1411_48_18,123,92,5,30,False,63,31,1,1411,,True
38_435_1407_16,103,72,5,28,False,53,26,1,435,,True
390_910_1173_40,131,100,5,30,False,63,31,1,1173,,True
391_511_264_40,149,114,5,22,False,72,36,0,511,,True
392_380_381_12,125,94,5,28,False,60,30,0,380,,True
393_703_1124_40,103,73,5,26,False,50,25,0,703,,True
394_1301_910_24,122,90,5,30,False,61,30,1,910,,True
395_381_264_24,115,84,5,29,False,53,26,1,264,,True
396_1309_1174_24,101,71,5,28,False,52,26,0,1174,,True
397_1173_864_40,116,86,5,27,False,67,33,1,864,,True
398_627_703_17,103,73,5,28,False,48,24,0,703,below_floor,False
399_381_910_16,133,103,5,30,False,58,29,0,381,,True
39_855_856_10,188,152,5,29,False,107,53,1,856,,True
3_653_1240_24,117,85,5,28,False,58,29,0,1240,,True
400_601_1215_16,94,63,5,28,False,46,23,0,1215,below_floor,False
401_703_381_16,111,81,5,27,False,58,29,0,381,,True
402_1115_39_21,111,78,5,28,False,53,26,1,39,,True
403_1309_381_1,128,98,5,29,False,64,32,0,381,,True
404_1115_864_1,119,89,5,29,False,70,35,0,1115,,True
405_910_265_21,124,92,5,27,False,61,30,1,265,,True
406_703_48_21,104,73,5,30,False,45,22,1,48,below_floor,False
407_1527_344_21,128,98,5,30,False,71,35,1,344,,True
408_1174_775_38,108,77,5,28,False,55,27,1,1174,,True
409_1115_264_37,120,90,5,29,False,71,35,1,1115,,True
40_967_968_18,121,91,5,30,False,70,35,0,967,,True
410_615_1173_9,113,83,5,28,False,60,30,0,615,,True
411_265_415_9,114,84,5,29,False,64,32,0,415,,True
412_1173_1174_2,118,88,5,27,False,59,29,1,1173,,True
413_998_470_2,111,81,5,28,False,60,30,0,470,,True
414_264_265_53,116,81,5,26,False,57,28,1,264,,True
415_1173_1115_53,130,95,5,28,False,73,36,1,1173,,True
416_963_1125_18,120,90,5,29,False,60,30,0,1125,,True
417_998_264_17,115,85,5,28,False,62,31,0,264,,True
418_1309_1125_21,115,85,5,27,False,63,31,1,1309,,True
419_1115_265_21,135,103,5,25,False,66,33,0,265,,True
41_369_894_11,100,70,5,30,False,49,24,1,369,below_floor,False
420_581_582_40,109,79,5,30,False,61,30,1,581,,True
421_998_499_40,120,87,5,30,False,60,30,0,998,,True
422_1309_265_4,125,93,5,26,False,61,30,1,1309,,True
423_581_1174_4,114,83,5,28,False,66,33,0,1174,,True
424_351_1036_49,106,74,5,29,False,53,26,1,351,,True
425_998_265_31,139,107,5,26,False,67,33,1,998,,True
426_32_1309_49,127,97,5,28,False,72,36,0,32,,True
427_122_499_30,100,70,5,28,False,45,22,1,122,below_floor,False
428_1304_1501_49,143,111,5,28,False,69,34,1,1304,,True
429_351_1174_27,103,72,5,30,False,51,25,1,1174,,True
42_793_855_6,117,86,5,30,False,56,28,0,855,,True
430_499_351_7,109,78,5,29,False,62,31,0,499,,True
431_1200_861_7,94,59,5,23,False,46,23,0,861,below_floor,False
432_678_1013_7,144,113,5,30,False,86,43,0,678,,True
433_354_1042_7,105,74,5,28,False,47,23,1,354,below_floor,False
434_1018_904_13,135,104,5,27,False,74,37,0,904,,True
435_351_270_13,128,96,5,30,False,71,35,1,351,,True
436_664_1055_38,146,113,5,30,False,78,39,0,1055,,True
437_499_861_13,81,50,5,24,False,27,13,1,861,below_floor,False
438_608_354_7,115,81,5,30,False,53,26,1,608,,True
439_904_499_7,93,63,5,25,False,38,19,0,499,below_floor,False
43_967_968_21,116,86,5,30,False,73,36,1,967,,True
440_1199_143_7,108,78,5,29,False,53,26,1,1199,,True
441_350_351_24,124,93,5,30,False,75,37,1,351,,True
442_274_275_31,100,70,5,28,False,54,27,0,275,,True
443_354_904_31,119,84,5,27,False,56,28,0,904,,True
444_608_1055_45,149,115,5,30,False,83,41,1,608,,True
445_1117_1199_13,111,81,5,27,False,55,27,1,1199,,True
446_642_643_13,130,100,5,30,False,75,37,1,643,,True
447_1055_904_11,103,73,5,28,False,53,26,1,904,,True
448_608_609_13,119,86,5,28,False,56,28,0,608,,True
449_1117_1055_53,115,82,5,30,False,68,34,0,1055,,True
44_653_793_52,122,92,5,29,False,67,33,1,653,,True
450_1055_1076_53,136,102,5,28,False,74,37,0,1055,,True
451_1117_608_29,112,82,5,29,False,70,35,0,608,,True
452_1117_1076_33,114,84,5,30,False,67,33,1,1076,,True
453_455_1199_40,115,84,5,28,False,59,29,1,1199,,True
454_115_524_28,124,90,5,30,False,58,29,0,115,,True
455_1296_1500_28,111,80,5,29,False,56,28,0,1500,,True
456_140_1432_28,136,105,5,29,False,80,40,0,140,,True
457_1155_1218_28,121,91,5,30,False,66,33,0,1218,,True
458_455_768_28,110,80,5,30,False,55,27,1,768,,True
459_455_634_55,177,136,5,28,False,100,50,0,455,,True
45_967_968_39,114,84,5,30,False,68,34,0,967,,True
460_115_1076_55,184,144,5,29,False,95,47,1,115,,True
461_1086_1349_0,111,74,5,29,False,57,28,1,1086,,True
462_768_114_28,164,123,5,30,False,81,40,1,768,,True
463_1092_392_28,115,83,5,30,False,72,36,0,392,,True
464_755_497_28,138,108,5,29,False,81,40,1,497,,True
465_140_524_28,121,89,5,28,False,66,33,0,140,,True
466_1155_1199_9,111,81,5,29,False,62,31,0,1199,,True
467_455_392_19,105,75,5,30,False,47,23,1,455,below_floor,False
468_497_634_30,218,182,5,30,False,128,64,0,497,,True
469_455_140_35,118,87,5,28,False,58,29,0,140,,True
46_671_672_34,120,90,5,30,False,59,29,1,671,,True
470_1156_524_59,119,85,5,27,False,51,25,1,524,,True
471_114_115_38,126,93,5,29,False,64,32,0,115,,True
472_1019_198_37,139,108,5,28,False,68,34,0,198,,True
473_1155_1125_35,132,102,5,27,False,72,36,0,1125,,True
474_115_1019_35,134,103,5,30,False,73,36,1,115,,True
475_1155_634_7,141,109,5,30,False,70,35,0,1155,,True
476_1019_1125_24,110,80,5,30,False,62,31,0,1019,,True
477_34_1132_37,132,98,5,29,False,67,33,1,34,,True
478_1125_115_37,116,85,5,28,False,58,29,0,1125,,True
479_1155_1156_37,122,90,5,30,False,58,29,0,1156,,True
47_937_756_34,97,66,5,30,False,38,19,0,937,below_floor,False
480_1019_114_15,118,88,5,30,False,56,28,0,1019,,True
481_1132_1296_37,126,95,5,30,False,66,33,0,1296,,True
482_634_156_37,183,130,5,23,False,87,43,1,156,,True
483_1019_755_9,114,81,5,30,False,50,25,0,1019,,True
484_1515_1516_32,125,95,5,30,False,69,34,1,1515,,True
485_1132_535_32,108,76,5,29,False,60,30,0,535,,True
486_1296_609_32,125,95,5,29,False,61,30,1,1296,,True
487_1132_84_58,114,82,5,30,False,61,30,1,84,,True
488_775_156_9,99,69,5,26,False,48,24,0,156,below_floor,False
489_34_1296_49,162,132,5,29,False,92,46,0,34,,True
48_855_967_43,107,77,5,29,False,63,31,1,967,,True
490_1132_634_49,134,88,5,30,False,55,27,1,634,,True
491_133_134_11,109,79,5,30,False,48,24,0,134,below_floor,False
492_588_589_10,122,90,5,29,False,63,31,1,588,,True
493_775_634_50,116,69,5,28,False,45,22,1,634,below_floor,False
494_1111_876_48,132,98,5,28,False,64,32,0,876,,True
495_1433_756_48,116,81,5,28,False,58,29,0,756,,True
496_695_134_5,110,79,5,29,False,41,20,1,134,below_floor,False
497_755_756_32,117,84,5,30,False,64,32,0,756,,True
498_749_559_14,102,72,5,29,False,55,27,1,749,,True
499_972_587_29,124,92,5,27,False,68,34,0,587,,True
49_968_937_34,107,75,5,29,False,40,20,0,937,below_floor,False
4_968_475_24,117,87,5,30,False,65,32,1,968,,True
500_618_199_57,81,51,5,26,False,41,20,1,618,below_floor,False
501_849_563_54,112,81,5,28,False,57,28,1,563,,True
502_372_888_44,105,75,5,28,False,58,29,0,372,,True
503_1252_1124_14,115,85,5,28,False,70,35,0,1124,,True
504_457_480_14,125,94,5,30,False,75,37,1,457,,True
505_1210_849_30,130,100,5,30,False,82,41,0,849,,True
506_741_138_10,109,73,5,26,False,48,24,0,741,below_floor,False
507_662_1327_10,131,99,5,30,False,66,33,0,662,,True
508_970_1224_53,121,89,5,28,False,68,34,0,970,,True
509_324_325_26,113,83,5,30,False,55,27,1,325,,True
50_831_652_49,113,82,5,26,False,64,32,0,652,,True
510_174_175_26,100,69,5,30,False,56,28,0,174,,True
511_293_970_14,98,68,5,28,False,52,26,0,970,,True
512_1284_970_14,110,80,5,29,False,56,28,0,970,,True
513_48_124_38,116,76,5,30,False,58,29,0,48,,True
514_379_163_44,127,93,5,25,False,76,38,0,163,,True
515_963_324_17,113,81,5,29,False,53,26,1,324,,True
516_1284_293_44,138,108,5,25,False,82,41,0,293,,True
517_48_49_44,117,87,5,30,False,61,30,1,48,,True
518_124_1327_44,135,104,5,28,False,55,27,1,1327,,True
519_1094_270_21,124,93,5,30,False,77,38,1,270,,True
51_793_937_49,134,102,5,26,False,70,35,0,937,,True
520_324_293_44,130,99,5,28,False,66,33,0,293,,True
521_578_137_14,118,88,5,29,False,64,32,0,578,,True
522_615_998_2,102,72,5,29,False,53,26,1,998,,True
523_368_369_2,119,89,5,30,False,55,27,1,368,,True
524_226_1265_20,124,93,5,30,False,72,36,0,226,,True
525_1327_1284_20,131,99,5,29,False,64,32,0,1284,,True
526_124_633_20,121,83,5,28,False,57,28,1,633,,True
527_293_1327_7,128,97,5,30,False,68,34,0,1327,,True
528_742_1382_49,124,93,5,28,False,78,39,0,1382,,True
529_1175_924_9,103,73,5,30,False,54,27,0,1175,,True
52_1433_1434_49,114,83,5,30,False,59,29,1,1434,,True
530_1327_1224_49,130,99,5,30,False,64,32,0,1327,,True
531_935_2_43,99,68,5,30,False,52,26,0,935,,True
532_124_354_9,114,80,5,27,False,60,30,0,354,,True
533_1224_124_57,113,82,5,28,False,58,29,0,124,,True
534_935_756_57,91,61,5,28,False,49,24,1,935,below_floor,False
535_924_2_23,95,65,5,29,False,49,24,1,2,below_floor,False
536_146_446_44,159,127,5,22,False,79,39,1,446,,True
537_49_344_14,102,71,5,28,False,54,27,0,49,,True
538_1029_913_58,130,100,5,27,False,71,35,1,913,,True
539_562_563_19,107,77,5,30,False,53,26,1,562,,True
53_652_671_33,106,76,5,27,False,55,27,1,671,,True
540_734_355_19,103,71,5,29,False,45,22,1,734,below_floor,False
541_193_1063_46,134,104,5,29,False,77,38,1,193,,True
542_354_355_42,112,81,5,27,False,60,30,0,354,,True
543_307_192_42,98,68,5,29,False,48,24,0,192,below_floor,False
544_849_354_7,113,82,5,28,False,61,30,1,354,,True
545_911_923_31,121,91,5,28,False,61,30,1,911,,True
546_355_192_42,102,70,5,28,False,54,27,0,192,,True
547_192_193_48,108,78,5,27,False,65,32,1,193,,True
548_355_911_16,121,91,5,27,False,62,31,0,911,,True
549_306_245_16,108,78,5,28,False,56,28,0,245,,True
54_937_793_12,107,74,5,30,False,50,25,0,937,,True
550_923_193_16,123,92,5,29,False,62,31,0,193,,True
551_93_1333_30,120,88,5,28,False,63,31,1,93,,True
552_306_503_19,103,72,5,30,False,45,22,1,503,below_floor,False
553_584_585_9,128,98,5,29,False,69,34,1,584,,True
554_306_307_9,111,81,5,26,False,53,26,1,306,,True
555_233_1504_57,119,88,5,30,False,63,31,1,1504,,True
556_193_86_56,109,79,5,30,False,56,28,0,86,,True
557_923_32_56,125,95,5,30,False,74,37,0,32,,True
558_101_1403_14,98,68,5,30,False,46,23,0,1403,below_floor,False
559_1524_1525_14,132,101,5,26,False,80,40,0,1524,,True
55_672_652_12,117,86,5,29,False,61,30,1,652,,True
560_1259_962_14,116,86,5,28,False,62,31,0,962,,True
561_172_173_58,121,91,5,28,False,65,32,1,173,,True
562_1228_483_58,130,94,5,27,False,53,26,1,483,,True
563_480_273_53,107,77,5,30,False,59,29,1,273,,True
564_923_1259_43,126,93,5,28,False,74,37,0,923,,True
565_930_912_45,125,92,5,29,False,62,31,0,930,,True
566_908_803_45,118,88,5,29,False,68,34,0,803,,True
567_854_99_32,113,82,5,30,False,58,29,0,854,,True
568_172_582_32,112,78,5,25,False,63,31,1,582,,True
569_849_433_42,120,88,5,30,False,72,36,0,849,,True
56_671_831_12,114,83,5,27,False,54,27,0,831,,True
570_849_911_10,111,81,5,30,False,65,32,1,911,,True
571_278_1395_10,106,75,5,28,False,60,30,0,278,,True
572_172_911_10,119,88,5,28,False,67,33,1,911,,True
573_1029_756_38,108,78,5,29,False,58,29,0,1029,,True
574_763_605_14,102,71,5,27,False,52,26,0,605,,True
575_82_214_24,108,77,5,29,False,56,28,0,214,,True
576_1235_1236_35,104,74,5,24,False,52,26,0,1235,,True
577_213_40_42,132,100,5,28,False,73,36,1,40,,True
578_1216_129_42,151,120,5,27,False,71,35,1,129,,True
579_1146_607_42,122,92,5,30,False,69,34,1,1146,,True
57_1238_855_18,131,100,5,28,False,66,33,0,1238,,True
580_763_214_47,99,67,5,30,False,54,27,0,214,,True
581_543_285_47,94,62,5,28,False,48,24,0,285,below_floor,False
582_566_1421_29,108,77,5,30,False,53,26,1,1421,,True
583_1029_763_47,108,77,5,30,False,61,30,1,763,,True
584_214_1235_29,110,75,5,28,False,50,25,0,214,,True
585_484_485_45,107,76,5,30,False,55,27,1,484,,True
586_604_517_29,111,78,5,26,False,57,28,1,604,,True
587_1150_1017_29,106,74,5,30,False,47,23,1,1150,below_floor,False
588_607_1029_26,112,82,5,30,False,59,29,1,607,,True
589_566_214_26,106,76,5,30,False,58,29,0,214,,True
58_54_55_13,117,87,5,30,False,64,32,0,55,,True
590_420_1369_26,114,84,5,29,False,54,27,0,420,,True
591_307_607_14,137,105,5,27,False,64,32,0,307,,True
592_213_214_26,105,74,5,28,False,48,24,0,214,below_floor,False
593_566_1017_14,111,80,5,28,False,70,35,0,566,,True
594_485_517_1,107,74,5,30,False,53,26,1,517,,True
595_213_607_14,113,83,5,28,False,61,30,1,607,,True
596_1287_1288_48,53,21,5,13,False,15,7,1,1288,below_floor,False
597_485_129_14,120,88,5,30,False,57,28,1,129,,True
598_213_307_1,119,88,5,28,False,65,32,1,213,,True
599_23_425_8,118,86,5,27,False,64,32,0,23,,True
59_652_671_46,121,91,5,28,False,60,30,0,671,,True
5_440_1020_1,134,104,5,30,False,70,35,0,1020,,True
600_1490_326_8,131,100,5,30,False,74,37,0,326,,True
601_129_117_34,144,113,5,27,False,74,37,0,129,,True
602_213_485_28,118,88,5,28,False,68,34,0,213,,True
603_116_630_43,111,81,5,30,False,58,29,0,630,,True
604_607_116_14,116,86,5,28,False,56,28,0,607,,True
605_485_607_43,103,73,5,30,False,50,25,0,607,,True
606_116_129_19,114,80,5,30,False,56,28,0,116,,True
607_166_863_19,111,81,5,28,False,61,30,1,863,,True
608_326_302_14,115,84,5,30,False,58,29,0,302,,True
609_1459_1460_36,100,70,5,28,False,55,27,1,1459,,True
60_652_653_0,132,100,5,28,False,72,36,0,653,,True
610_116_117_36,114,84,5,27,False,59,29,1,117,,True
611_129_326_17,95,65,5,30,False,45,22,1,326,below_floor,False
612_540_938_35,116,85,5,28,False,59,29,1,540,,True
613_863_326_11,112,82,5,29,False,60,30,0,326,,True
614_972_380_30,129,90,5,25,False,65,32,1,380,,True
615_117_326_25,111,81,5,30,False,57,28,1,117,,True
616_863_116_47,109,79,5,30,False,64,32,0,116,,True
617_938_630_25,116,86,5,28,False,58,29,0,630,,True
618_863_864_25,106,76,5,29,False,55,27,1,863,,True
619_117_972_18,133,102,5,27,False,68,34,0,117,,True
61_671_855_0,119,87,5,30,False,61,30,1,671,,True
620_863_1063_18,109,79,5,28,False,54,27,0,1063,,True
621_999_1362_23,106,74,5,30,False,52,26,0,999,,True
622_1000_1476_51,134,104,5,30,False,58,29,0,1000,,True
623_1285_1398_55,95,65,5,30,False,46,23,0,1398,below_floor,False
624_307_1285_13,109,77,5,30,False,54,27,0,1285,,True
625_999_1000_34,122,91,5,28,False,59,29,1,1000,,True
626_1000_1285_17,110,80,5,30,False,49,24,1,1000,below_floor,False
627_1120_603_33,103,72,5,29,False,60,30,0,603,,True
628_217_453_33,104,73,5,30,False,53,26,1,217,,True
629_768_1285_59,108,77,5,30,False,51,25,1,1285,,True
62_774_21_0,120,89,5,27,False,71,35,1,774,,True
630_1284_1285_24,116,84,5,30,False,66,33,0,1285,,True
631_85_278_5,108,78,5,25,False,56,28,0,278,,True
632_453_999_5,109,78,5,28,False,50,25,0,999,,True
633_217_1094_5,135,103,5,26,False,79,39,1,1094,,True
634_578_1000_38,132,101,5,27,False,68,34,0,1000,,True
635_999_1124_38,119,86,5,28,False,57,28,1,999,,True
636_453_278_39,106,74,5,28,False,52,26,0,278,,True
637_630_217_18,121,91,5,27,False,59,29,1,630,,True
638_453_379_18,113,83,5,30,False,68,34,0,453,,True
639_316_317_29,103,71,5,29,False,53,26,1,316,,True
63_774_672_0,119,89,5,28,False,64,32,0,774,,True
640_1000_85_11,114,83,5,29,False,58,29,0,1000,,True
641_269_545_40,128,91,5,30,False,61,30,1,269,,True
642_1005_22_57,129,97,5,28,False,61,30,1,22,,True
643_913_970_38,114,80,5,28,False,59,29,1,970,,True
644_423_1220_44,51,20,5,28,False,19,9,1,1220,below_floor,False
645_875_1011_49,112,82,5,28,False,51,25,1,1011,,True
646_763_913_25,116,86,5,28,False,64,32,0,913,,True
647_1152_1001_25,103,73,5,29,False,47,23,1,1152,below_floor,False
648_1225_1226_47,100,65,5,17,False,54,27,0,1225,,True
649_1111_1001_42,115,84,5,28,False,48,24,0,1001,below_floor,False
64_191_440_5,120,90,5,30,False,69,34,1,191,,True
650_647_796_42,111,81,5,28,False,53,26,1,647,,True
651_632_727_42,118,87,5,30,False,58,29,0,727,,True
652_1334_1335_1,104,74,5,30,False,47,23,1,1335,below_floor,False
653_23_438_43,116,79,5,30,False,54,27,0,438,,True
654_913_904_56,100,67,5,24,False,37,18,1,904,below_floor,False
655_543_1029_46,109,75,5,28,False,62,31,0,1029,,True
656_435_753_38,119,89,5,27,False,56,28,0,435,,True
657_413_414_46,98,67,5,27,False,49,24,1,413,below_floor,False
658_919_30_46,110,78,5,29,False,58,29,0,919,,True
659_408_686_46,129,97,5,30,False,84,42,0,686,,True
65_1085_1086_3,94,64,5,30,False,47,23,1,1085,below_floor,False
660_23_423_1,114,69,5,21,False,42,21,0,423,below_floor,False
661_763_924_35,105,75,5,29,False,50,25,0,763,,True
662_1274_1370_17,113,82,5,30,False,52,26,0,1274,,True
663_919_763_19,102,70,5,30,False,57,28,1,919,,True
664_924_686_17,107,77,5,28,False,65,32,1,686,,True
665_1297_100_17,130,98,5,26,False,64,32,0,100,,True
666_763_764_37,108,73,5,30,False,52,26,0,763,,True
667_342_263_10,106,75,5,30,False,55,27,1,342,,True
668_764_644_37,115,84,5,30,False,58,29,0,764,,True
669_7_385_21,95,64,5,30,False,44,22,0,385,below_floor,False
66_703_672_19,109,78,5,29,False,48,24,0,672,below_floor,False
670_924_764_21,100,70,5,29,False,61,30,1,764,,True
671_644_562_21,96,66,5,30,False,48,24,0,562,below_floor,False
672_640_641_31,121,91,5,25,False,68,34,0,641,,True
673_644_451_31,99,69,5,30,False,44,22,0,451,below_floor,False
674_153_7_53,88,57,5,25,False,45,22,1,153,below_floor,False
675_492_781_53,156,125,5,30,False,88,44,0,492,,True
676_6_334_42,117,87,5,27,False,63,31,1,334,,True
677_385_644_34,100,69,5,28,False,42,21,0,644,below_floor,False
678_781_153_27,106,76,5,29,False,56,28,0,781,,True
679_451_6_34,116,85,5,27,False,57,28,1,6,,True
67_439_440_57,102,71,5,29,False,52,26,0,439,,True
680_225_639_51,95,65,5,28,False,47,23,1,639,below_floor,False
681_644_781_59,110,80,5,30,False,59,29,1,644,,True
682_848_6_16,124,92,5,25,False,71,35,1,6,,True
683_384_267_16,108,77,5,28,False,59,29,1,384,,True
684_451_385_51,123,91,5,28,False,59,29,1,385,,True
685_938_571_18,104,72,5,28,False,49,24,1,938,below_floor,False
686_781_7_59,95,65,5,28,False,46,23,0,781,below_floor,False
687_911_6_51,127,97,5,27,False,59,29,1,911,,True
688_385_540_49,115,82,5,29,False,62,31,0,385,,True
689_6_7_48,112,81,5,25,False,51,25,1,7,,True
68_1257_1258_30,140,108,5,30,False,82,41,0,1257,,True
690_152_287_3,123,89,5,26,False,71,35,1,287,,True
691_781_451_29,108,78,5,30,False,49,24,1,451,below_floor,False
692_384_385_29,98,68,5,30,False,40,20,0,385,below_floor,False
693_6_380_29,125,94,5,28,False,55,27,1,380,,True
694_325_524_14,119,82,5,26,False,56,28,0,325,,True
695_573_574_16,108,78,5,29,False,58,29,0,573,,True
696_221_748_0,130,94,5,28,False,63,31,1,221,,True
697_510_433_56,119,89,5,30,False,74,37,0,510,,True
698_523_1198_56,117,86,5,30,False,60,30,0,523,,True
699_316_39_27,98,68,5,26,False,53,26,1,39,,True
69_703_440_56,108,73,5,28,False,51,25,1,703,,True
6_512_967_18,130,100,5,29,False,74,37,0,512,,True
700_696_153_14,101,71,5,29,False,50,25,0,153,,True
701_433_384_14,114,84,5,30,False,66,33,0,433,,True
702_152_153_39,100,69,5,30,False,59,29,1,153,,True
703_18_19_30,121,91,5,26,False,66,33,0,18,,True
704_523_574_14,95,64,5,27,False,48,24,0,523,below_floor,False
705_384_573_14,105,70,5,29,False,53,26,1,573,,True
706_279_311_14,133,103,5,30,False,81,40,1,279,,True
707_962_225_31,106,75,5,30,False,60,30,0,225,,True
708_979_384_37,103,73,5,26,False,52,26,0,979,,True
709_748_7_14,135,90,5,29,False,67,33,1,748,,True
70_322_323_56,154,115,5,30,False,83,41,1,323,,True
710_574_1124_14,112,82,5,30,False,52,26,0,1124,,True
711_523_152_6,107,75,5,25,False,60,30,0,152,,True
712_1541_1542_39,112,82,5,29,False,59,29,1,1542,,True
713_225_287_49,112,82,5,30,False,57,28,1,287,,True
714_504_824_47,114,84,5,30,False,53,26,1,824,,True
715_523_278_47,94,63,5,28,False,48,24,0,278,below_floor,False
716_574_279_34,123,93,5,30,False,72,36,0,279,,True
717_19_523_34,109,79,5,30,False,54,27,0,523,,True
718_278_279_58,111,80,5,28,False,57,28,1,278,,True
719_503_504_9,104,74,5,30,False,50,25,0,503,,True
71_597_598_56,126,96,5,28,False,67,33,1,598,,True
720_426_427_9,110,80,5,28,False,61,30,1,426,,True
721_748_287_34,124,85,5,30,False,68,34,0,287,,True
722_574_415_34,112,82,5,30,False,60,30,0,415,,True
723_279_748_9,122,85,5,30,False,55,27,1,748,,True
724_287_573_31,121,90,5,24,False,63,31,1,573,,True
725_458_623_47,102,72,5,29,False,44,22,0,623,below_floor,False
726_279_504_31,107,77,5,30,False,48,24,0,504,below_floor,False
727_415_380_34,104,74,5,30,False,55,27,1,380,,True
728_504_573_34,114,82,5,28,False,56,28,0,573,,True
729_86_748_31,120,84,5,30,False,63,31,1,748,,True
72_54_672_0,136,99,5,30,False,72,36,0,672,,True
730_504_623_17,117,86,5,30,False,65,32,1,623,,True
731_798_713_15,85,54,5,27,False,43,21,1,713,below_floor,False
732_476_477_15,93,63,5,30,False,48,24,0,477,below_floor,False
733_287_288_31,91,60,5,30,False,35,17,1,287,below_floor,False
734_1379_1122_31,92,60,5,26,False,36,18,0,1379,below_floor,False
735_225_458_34,107,77,5,30,False,58,29,0,225,,True
736_713_476_7,96,63,5,28,False,49,24,1,713,below_floor,False
737_1347_1502_32,105,75,5,28,False,53,26,1,1347,,True
738_713_573_17,103,73,5,25,False,51,25,1,713,,True
739_713_1001_47,99,68,5,30,False,46,23,0,1001,below_floor,False
73_299_1249_20,135,102,5,27,False,79,39,1,299,,True
740_393_916_8,122,92,5,30,False,63,31,1,916,,True
741_164_336_8,116,84,5,30,False,58,29,0,336,,True
742_713_393_33,114,84,5,30,False,60,30,0,393,,True
743_158_159_48,119,88,5,30,False,66,33,0,158,,True
744_457_458_53,133,103,5,30,False,83,41,1,457,,True
745_771_65_40,107,77,5,30,False,49,24,1,65,below_floor,False
746_916_1001_56,110,80,5,30,False,54,27,0,1001,,True
747_393_149_53,118,87,5,27,False,49,24,1,149,below_floor,False
748_157_426_7,110,79,5,30,False,53,26,1,426,,True
749_239_997_58,104,74,5,28,False,54,27,0,997,,True
74_831_54_18,125,93,5,26,False,65,32,1,54,,True
750_224_225_24,114,83,5,27,False,61,30,1,224,,True
751_1347_916_47,106,76,5,29,False,57,28,1,916,,True
752_1097_623_7,112,82,5,30,False,56,28,0,623,,True
753_1318_555_30,127,97,5,30,False,72,36,0,555,,True
754_393_721_58,116,85,5,29,False,52,26,0,721,,True
755_916_639_58,100,69,5,27,False,45,22,1,639,below_floor,False
756_555_639_37,114,83,5,28,False,70,35,0,639,,True
757_762_183_37,124,92,5,29,False,65,32,1,762,,True
758_721_997_35,102,72,5,29,False,42,21,0,997,below_floor,False
759_411_867_52,130,100,5,29,False,74,37,0,867,,True
75_207_830_54,125,92,5,30,False,60,30,0,207,,True
760_615_1001_38,105,73,5,30,False,47,23,1,1001,below_floor,False
761_555_476_52,106,76,5,30,False,60,30,0,555,,True
762_982_410_11,100,70,5,30,False,46,23,0,982,below_floor,False
763_51_336_0,116,80,5,30,False,58,29,0,336,,True
764_476_824_0,105,75,5,28,False,57,28,1,824,,True
765_476_174_24,103,72,5,30,False,60,30,0,174,,True
766_1122_623_7,109,78,5,29,False,49,24,1,623,below_floor,False
767_179_338_60,106,75,5,28,False,51,25,1,338,,True
768_133_174_35,100,70,5,30,False,45,22,1,133,below_floor,False
769_555_410_30,102,72,5,30,False,63,31,1,410,,True
76_439_54_51,114,82,5,24,False,64,32,0,439,,True
770_338_410_24,102,72,5,29,False,58,29,0,338,,True
771_152_623_47,107,76,5,30,False,63,31,1,623,,True
772_338_174_25,100,70,5,30,False,55,27,1,174,,True
773_1347_152_58,100,70,5,28,False,56,28,0,1347,,True
774_961_962_58,104,74,5,30,False,61,30,1,962,,True
775_282_1041_22,128,97,5,27,False,72,36,0,282,,True
776_410_411_25,107,77,5,27,False,49,24,1,410,below_floor,False
777_824_338_22,126,96,5,28,False,66,33,0,338,,True
